sentence	type	point
vãi tuy mỏng nhưng với giá tiền thế này là ổn rồi nagative positive	NEU	3
sẽ tiếp tục ủng hộ do	POS	4
áo đẹp hình in rất ok positive positive	POS	5
vải hơi mỏng mk 44 không mặc cỡ s còn rộng nagative	NEG	2
áo vải rất đẹp from rộng thoải mái mặc mát tuyệt vời positive positive positive	POS	5
chất lượng sản phẩm tạm được thời gian giao hàng tạm được cửa hàng phục vụ khá tốt đóng gói sản phẩm chắc chắn giá cả chấp nhận được positive positive positive positive positive positive	NEU	3
mua 3 cái nhưng bị lổi 1 cái bị rách bên ngoài là made thái bên trong thì china nagative nagative nagative	NEG	2
đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời positive positive positive positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
sản phẩm không giống như hình	NEG	2
mình thấy rất đẹp nên mua về con trai mang rất tiện lợi con trai mình thích ghê lắm lúc nào cx đeo như vật bất li thân positive positive positive nagative	POS	5
positive nhưng nhận hàng mà đồ đẹp là ok positive positive	POS	4
sản phẩm đẹp chất lượng ok positive positive positive	POS	4
giao hàng nhanh	POS	5
sản phẩm notpos  với giới tính	NEG	2
đặt hàng 34h sau nhận được nhanh đó positive	POS	4
rộng thùng thình và mỏng vải nagative	NEG	1
hàng cực đẹp nha cửa hàng chất lượng miễn bàn positive positive	POS	5
quần đẹp chất đẹp chất lượng sản phẩm tuyệt vời positive positive positive positive	POS	5
tay ngắn 1 chút đi thì sẽ đẹp hơn positive nagative positive	NEU	3
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền cửa hàng phục vụ rất tốt rất đáng tiền cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive positive positive positive positive positive positive	POS	5
tạm chấp nhận được positive	POS	4
cỡ s ma phai 50 không mang moi vừa	NEU	3
hàng không giống hình cổ may hơi chật trong hình không có túi nhưng nhận hàng lại có túi làm xấu áo positive nagative nagative	NEG	1
đóng gói sản phẩm chắc chắn thời gian giao hàng nhanh positive	POS	4
chất đẹp hơn so với mình nghĩ positive	POS	4
dặn cửa hàng gửi tất màu tối rồi nhưng vẫn gửi màu sáng	NEG	2
phần thân dưới khg ra làm sao cả phải đem đi sửa	NEG	1
quần chất nhẹ mát	POS	4
thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh	POS	5
cửa hàng đưa 2 miếng lót giày của chân phải	NEG	2
cửa hàng dễ thuơng quá mua hàng đuợc giá rẻ rồi còn đuợc tặng thêm quà nữa chứ nào là sữa tắm sữa duỡng thể nữa chứ sẽ ủng hộ cửa hàng tiếp thôi	POS	5
nhưng những áo khác đẹp positive	POS	4
áo đẹp giá rẻ positive	POS	4
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh rất đáng tiền positive positive positive positive positive positive positive positive	POS	5
nhưng không thấy cửa hàng gửi voucher qua tin nhắn hay là chất trên cửa hàng e	NEG	2
áo đẹp dày dặn nhưng bị lỗi một chút positive nagative nagative	NEG	2
nói chung quá hài lòng ngoại trừ việc giao nhầm 1 áo mà mình thích nhất thì không thấy đâu lại đi giao mẫu khác nagative positive nagative positive	NEU	3
đã mua 5 chiếc mặc dần positive	NEU	3
ko phù hợp với giá tiền positive	NEG	2
áo khá rộng	NEG	1
tuy nhiên cửa hàng chỉ đua các cỡ cũng không đua kích thước áo cửa hàng khác đèu có đua kích thước ao rõ ràng áo rong 90cm cỡ l nên những ai dù dưới 55 không mà mông 92 như mình thì không nên mua cửa hàng nói đó là do mông mình to ok lỗi bên mình positive nagative	NEG	2
vải tạm được fôm thì đẹp chuẩn positive positive positive	NEG	2
sản phẩm chất liệu đẹp mặc rất vừa vặn positive	POS	5
không hiểu sao áo trắng với đen mỏng hơn màu ghi nagative	NEG	2
ơ áo trong hình có mút nhưng áo mình đặt lại không có mút v	NEU	3
chất lượng sản phẩm tạm được cửa hàng giao hàng quá chậm positive positive nagative	NEG	2
chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive positive positive positive positive	POS	5
giao sai hàng đã đặt hỏi thì nói do hết hàng vậy sao không nhắn tin báo trước cho khách nagative	NEG	1
cửa hàng giao nhầm hàng đặt 1 đường giao 1 nẻo nhắn tin còn không trả lời nagative	NEG	1
ưng bộ này ghê luôn positive nagative	POS	5
áo được mô tả là form rộng lệch vai nhưng khi mặc lên thì không khác gì áo bo đì và vai thì không có tí gì là lệch positive	NEG	2
ủng hộ cửa hàng nhé mọi người	NEU	3
ai dự định đang chần trừ nên mua hay không thì mua đi nhen giá rẻ chất s yêu ưng luôn đặc biệt chỉ chủ cực kỳ dễ thương nha đặt hàng ngày sao là có luôn đó còn được tặng quà nữa sẽ mua quài quài positive positive positive positive positive	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh cửa hàng giao notpos  màu chất lượng sản phẩm cũng tạm ổn positive positive positive positive positive	POS	5
chất lượng được positive positive	POS	4
không giống trong hình	NEG	2
chất tạm được 1m52 nặng 54 không mặc vừa cỡ xl positive nagative	NEU	3
đẹp star positive	POS	4
chất vải đẹp hàng giống hinh cửa hàng tư vấn nhiệt tình positive positive	POS	5
áo cỡ l nhưng hơi nhỏ nhưng chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive  positive positive positive positive	POS	4
chất lượng được nhưng vãi không giống hình khá mỏng positive positive nagative	NEG	2
mình mua 3 combo rùi ak	NEU	3
áo có mỗi 1 cỡ mà bé thế này	NEG	2
cửa hàng phục vụ rất tốt positive	POS	5
cũng được chỉ trẳng nổi nên notpos  lắm positive	NEG	2
chất lượng sản phẩm tuyệt vời nhưng mình lỡ tay cắt trúng rồi may mà notnag  gì cả positive positive	POS	5
vải hơi mỏng nagative	NEG	2
thời gian giao hàng nhanh	POS	4
y như hình from đẹp positive	POS	4
tưởng voucher mà giao evoucher nên hơi thất vọng tí nagative	NEG	2
không giống hình bán xong hỏi cửa hàng không muốn trả lời như bán 1 lần rồi thôi	NEG	1
vì cửa hàng phải đợi nhập hàng từ trung quốc về mới có hàng gửi đi	NEU	3
sản phẩm đúng với mô tả sẽ báo kết quả sau khi sử dụng positive	NEU	3
so với giá tiền thì ok positive	POS	4
áo đẹp màu đẹp giao hàng nhanh positive positive	POS	4
rất đáng tiền	POS	5
đóng gói sản phẩm rất đẹp và chắc chắn positive positive	POS	5
đầm khá ok nhưng dây buộc bị ngắn quá positive nagative nagative	POS	4
màu baby quá	POS	4
màu hồng hơi tối	NEG	2
cảm ơn cửa hàng nhé positive	POS	5
chất lượng sản phẩm tuyệt vời positive positive	POS	5
ủng hộ cửa hàng dài dài	POS	5
hình trong đó màu trắng đen nhưng về lại xanh xanh thế nào ý	NEG	2
form áo đẹp vải notnag quá  không quá dày positive	POS	4
sản phẩm không có tag không có mác	NEG	2
cám ơn bạn chủ cửa hàng nhé positive	POS	4
giống hình	POS	4
giá cả phải chăng đồ đẹp như hình positive	POS	5
màu son lên rất đẹp positive	POS	4
tay hơi ngắn nhưng phục vụ nhiệt tình lắm nagative positive	POS	4
vải ok lắm cửa hàng ơi positive	POS	4
gui hang lâu quá san phẩm thì ok nhưng không hieu sao xài tam 30p là notnag nghe  nưa mà nhắn tin cho cửa hàng thi không thèm trả lời dù 1cau can xem lai nagative positive	NEG	1
chất lượng sản phẩm tuyệt vời cửa hàng rất dễ thương positive positive positive	POS	5
mua cho đax đời và mặc rộng thùng thình phần ngực với cái dây dài hơn so với phàn ngực positive	NEG	2
chất lượng sản phẩm tuyệt vời vải đẹp lắm ưng lắm nha positive positive positive positive	POS	5
tiền nào của nấy nhưng được cái nhân viên trả lời nhẹ nhàng lịch sự positive positive	NEU	3
chất lượng sản phẩm kém áo giao về mở ra bung chỉ tùm lum bung luôn cả cái túi áo ra positive positive	NEG	1
cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn sản phẩm xem tạm ổn trong tầm giá positive positive positive positive	POS	5
cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh nhưng đóng gói làm sao mà rách cả túi thía bạn positive nagative	NEU	3
chất lượng sản phẩm tuyệt vời tặng thêm cái túi siêu dễ thương luôn positive positive positive	POS	5
cửa hàng phục vụ rấtốt tchất lượng sản phẩm tuyệt vời positive positive	POS	5
vải nóng mỏng xuyên thấu đường may xấu chữ nagative positive nagative	NEG	1
hy vọng lần sau bạn chủ ráp vải kĩ lưỡng hơn positive	NEU	3
túi giống như mô tả chất túi mềm mịn đường may chắc chắn điểm trừ duy nhất là cửa hàng gửi sai màu cho mình positive positive positive positive nagative	POS	4
chất vải hơi bí nóng	NEG	2
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn nhưng hơi không vừa vì hơi rộng positive positive positive positive	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất ưng ý luôn ạ positive positive positive positive positive	POS	5
khi bé đi tiểu thì trong tã bốc lên mùi hoá học nagative	NEG	2
mặc lên bánh bèo rất ưng positive sẽ còn ủng hộ positive	POS	4
cảm ơn cửa hàng positive	POS	4
mặc lên xinh cực positive	POS	5
mong là giảm không nhiều nhiều chút nữa	NEU	3
hàng đẹp ngoài mong đợi positive	POS	5
đẹp dã man luôn positive  🥀 positive nagative	POS	5
không giốg hình	NEG	2
quần áo form đẹp màu sắc ổn vừa túi tiền vì mình đặt qua facebook nên có deal positive positive	POS	4
có vạch báo đầy	NEU	3
đóng gói sản phẩm rất đẹp và chắc chắn màu giống ảnh nhưng phần bo tay không chặt lắm nên mặc nhìn ống tay áo bị rộng positive positive nagative	POS	4
chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh positive positive positive positive positive positive	POS	5
đồ dùng rất ok và giống như quả ng cáo cửa hàng đóng gói cẩn thận và chắc chắn positive positive positive	POS	5
đầu quay quay	NEU	3
áo đẹp dày dặn vừa positive	POS	4
chất lượng sản phẩm rất kém cửa hàng phục vụ rất kém đóng gói sản phẩm rất kém rất không đáng tiền positive	NEG	1
positive cảm ơn món quà của cửa hàng positive	POS	5
túi vải bền	POS	4
hàng như hình lông mềm mịn positive positive	POS	4
đệm mỏng nhưng cũng ôm và đẩy ngực nagative	POS	4
cửa hàng uy tín positive	POS	4
k giống hình	NEG	2
ship thiếu 1 gói nagative vẫn phải trả tiền 2 gói nagative	NEG	1
áo y hệt hình mẫu chất lượng vải tốt có vẻ không co giãn lắm positive positive	POS	4
lại đặt tiếp thêm cái nữa em nhé	POS	4
được tặng gói bông vừa mềm vừa dễ thương thích quá positive positive positive positive	POS	4
chất lượng sản phẩm tuyệt vời positive positive	POS	5
chúc cửa hàng luôn đắt hàng nha nagative	POS	5
màu rêu mà lên xấu quá nagative nagative	NEG	2
cô gái trong ảnh trắng bóc nhìn còn đẹp positive	POS	4
đường may rất đẹp da mịn bóng positive positive positive	POS	4
hàng đẹp lắm positive	POS	4
thất vọng nagative	NEG	1
áo đẹp nhưng đặt quần đỏ 3 sọc cửa hàng giao hàng thành quần đen 3 sọc đỏ positive positive	POS	4
gửi nhầm màu quần nagative	NEG	2
vừa ý lắm cửa hàng ơi	POS	4
vải notpos   lắm	NEG	2
chất lượng sản phẩm rất kém mác thì bị bong ra đâu mất rồi positive nagative	NEG	1
áo mịn đẹp positive positive	POS	5
chất vải tạm được đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive	POS	4
áo bị lỗi mà sao cửa hàng lại giao cho khách nagative nagative	NEG	2
tôi mua áo không ngọng mà lại giao cho áo có ngọng làm ăn kiểu gì vậy	NEG	1
giá hợp lý positive	POS	4
áo quá dài và vải rất mỏng giá cả chấp nhận được nagative positive	NEG	2
cửa hàng chăm sóc khách hàng tốt mua hàng có kèm quà tặng nửa đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh sẽ ủng hộ cửa hàng dài dài positive positive positive	POS	5
